Unnamed: 0,fighter_a_name,fighter_b_name,fighter_a_record,fighter_a_height,fighter_a_weight,fighter_a_reach,fighter_a_stance,fighter_a_dob,fighter_b_record,fighter_b_height,fighter_b_weight,fighter_b_reach,fighter_b_stance,fighter_b_dob,date,location,weight_class,victory_method,final_round,finish_time,number_of_rounds,winner,fighter_a_kd,fighter_b_kd,fighter_a_sig_str_landed,fighter_a_sig_str_attempted,fighter_b_sig_str_landed,fighter_b_sig_str_attempted,fighter_a_sig_str_pct,fighter_b_sig_str_pct,fighter_a_total_str_landed,fighter_a_total_str_attempted,fighter_b_total_str_landed,fighter_b_total_str_attempted,fighter_a_td_landed,fighter_a_td_attempted,fighter_b_td_landed,fighter_b_td_attempted,fighter_a_td_pct,fighter_b_td_pct,fighter_a_sub_att,fighter_b_sub_att,fighter_a_rev,fighter_b_rev,fighter_a_ctrl_seconds,fighter_b_ctrl_seconds,fighter_a_kd_01,fighter_b_kd_01,fighter_a_sig_str_landed_01,fighter_a_sig_str_attempted_01,fighter_b_sig_str_landed_01,fighter_b_sig_str_attempted_01,fighter_a_sig_str_pct_01,fighter_b_sig_str_pct_01,fighter_a_total_str_landed_01,fighter_a_total_str_attempted_01,fighter_b_total_str_landed_01,fighter_b_total_str_attempted_01,fighter_a_td_landed_01,fighter_a_td_attempted_01,fighter_b_td_landed_01,fighter_b_td_attempted_01,fighter_a_td_pct_01,fighter_b_td_pct_01,fighter_a_sub_att_01,fighter_b_sub_att_01,fighter_a_rev_01,fighter_b_rev_01,fighter_a_ctrl_seconds_01,fighter_b_ctrl_seconds_01,fighter_a_kd_02,fighter_b_kd_02,fighter_a_sig_str_landed_02,fighter_a_sig_str_attempted_02,fighter_b_sig_str_landed_02,fighter_b_sig_str_attempted_02,fighter_a_sig_str_pct_02,fighter_b_sig_str_pct_02,fighter_a_total_str_landed_02,fighter_a_total_str_attempted_02,fighter_b_total_str_landed_02,fighter_b_total_str_attempted_02,fighter_a_td_landed_02,fighter_a_td_attempted_02,fighter_b_td_landed_02,fighter_b_td_attempted_02,fighter_a_td_pct_02,fighter_b_td_pct_02,fighter_a_sub_att_02,fighter_b_sub_att_02,fighter_a_rev_02,fighter_b_rev_02,fighter_a_ctrl_seconds_02,fighter_b_ctrl_seconds_02,fighter_a_kd_03,fighter_b_kd_03,fighter_a_sig_str_landed_03,fighter_a_sig_str_attempted_03,fighter_b_sig_str_landed_03,fighter_b_sig_str_attempted_03,fighter_a_sig_str_pct_03,fighter_b_sig_str_pct_03,fighter_a_total_str_landed_03,fighter_a_total_str_attempted_03,fighter_b_total_str_landed_03,fighter_b_total_str_attempted_03,fighter_a_td_landed_03,fighter_a_td_attempted_03,fighter_b_td_landed_03,fighter_b_td_attempted_03,fighter_a_td_pct_03,fighter_b_td_pct_03,fighter_a_sub_att_03,fighter_b_sub_att_03,fighter_a_rev_03,fighter_b_rev_03,fighter_a_ctrl_seconds_03,fighter_b_ctrl_seconds_03,fighter_a_kd_04,fighter_b_kd_04,fighter_a_sig_str_landed_04,fighter_a_sig_str_attempted_04,fighter_b_sig_str_landed_04,fighter_b_sig_str_attempted_04,fighter_a_sig_str_pct_04,fighter_b_sig_str_pct_04,fighter_a_total_str_landed_04,fighter_a_total_str_attempted_04,fighter_b_total_str_landed_04,fighter_b_total_str_attempted_04,fighter_a_td_landed_04,fighter_a_td_attempted_04,fighter_b_td_landed_04,fighter_b_td_attempted_04,fighter_a_td_pct_04,fighter_b_td_pct_04,fighter_a_sub_att_04,fighter_b_sub_att_04,fighter_a_rev_04,fighter_b_rev_04,fighter_a_ctrl_seconds_04,fighter_b_ctrl_seconds_04,fighter_a_head_landed,fighter_a_head_attempted,fighter_b_head_landed,fighter_b_head_attempted,fighter_a_body_landed,fighter_a_body_attempted,fighter_b_body_landed,fighter_b_body_attempted,fighter_a_leg_landed,fighter_a_leg_attempted,fighter_b_leg_landed,fighter_b_leg_attempted,fighter_a_distance_landed,fighter_a_distance_attempted,fighter_b_distance_landed,fighter_b_distance_attempted,fighter_a_clinch_landed,fighter_a_clinch_attempted,fighter_b_clinch_landed,fighter_b_clinch_attempted,fighter_a_ground_landed,fighter_a_ground_attempted,fighter_b_ground_landed,fighter_b_ground_attempted,fighter_a_head_landed_01,fighter_a_head_attempted_01,fighter_b_head_landed_01,fighter_b_head_attempted_01,fighter_a_body_landed_01,fighter_a_body_attempted_01,fighter_b_body_landed_01,fighter_b_body_attempted_01,fighter_a_leg_landed_01,fighter_a_leg_attempted_01,fighter_b_leg_landed_01,fighter_b_leg_attempted_01,fighter_a_distance_landed_01,fighter_a_distance_attempted_01,fighter_b_distance_landed_01,fighter_b_distance_attempted_01,fighter_a_clinch_landed_01,fighter_a_clinch_attempted_01,fighter_b_clinch_landed_01,fighter_b_clinch_attempted_01,fighter_a_ground_landed_01,fighter_a_ground_attempted_01,fighter_b_ground_landed_01,fighter_b_ground_attempted_01,fighter_a_head_landed_02,fighter_a_head_attempted_02,fighter_b_head_landed_02,fighter_b_head_attempted_02,fighter_a_body_landed_02,fighter_a_body_attempted_02,fighter_b_body_landed_02,fighter_b_body_attempted_02,fighter_a_leg_landed_02,fighter_a_leg_attempted_02,fighter_b_leg_landed_02,fighter_b_leg_attempted_02,fighter_a_distance_landed_02,fighter_a_distance_attempted_02,fighter_b_distance_landed_02,fighter_b_distance_attempted_02,fighter_a_clinch_landed_02,fighter_a_clinch_attempted_02,fighter_b_clinch_landed_02,fighter_b_clinch_attempted_02,fighter_a_ground_landed_02,fighter_a_ground_attempted_02,fighter_b_ground_landed_02,fighter_b_ground_attempted_02,fighter_a_head_landed_03,fighter_a_head_attempted_03,fighter_b_head_landed_03,fighter_b_head_attempted_03,fighter_a_body_landed_03,fighter_a_body_attempted_03,fighter_b_body_landed_03,fighter_b_body_attempted_03,fighter_a_leg_landed_03,fighter_a_leg_attempted_03,fighter_b_leg_landed_03,fighter_b_leg_attempted_03,fighter_a_distance_landed_03,fighter_a_distance_attempted_03,fighter_b_distance_landed_03,fighter_b_distance_attempted_03,fighter_a_clinch_landed_03,fighter_a_clinch_attempted_03,fighter_b_clinch_landed_03,fighter_b_clinch_attempted_03,fighter_a_ground_landed_03,fighter_a_ground_attempted_03,fighter_b_ground_landed_03,fighter_b_ground_attempted_03,fighter_a_head_landed_04,fighter_a_head_attempted_04,fighter_b_head_landed_04,fighter_b_head_attempted_04,fighter_a_body_landed_04,fighter_a_body_attempted_04,fighter_b_body_landed_04,fighter_b_body_attempted_04,fighter_a_leg_landed_04,fighter_a_leg_attempted_04,fighter_b_leg_landed_04,fighter_b_leg_attempted_04,fighter_a_distance_landed_04,fighter_a_distance_attempted_04,fighter_b_distance_landed_04,fighter_b_distance_attempted_04,fighter_a_clinch_landed_04,fighter_a_clinch_attempted_04,fighter_b_clinch_landed_04,fighter_b_clinch_attempted_04,fighter_a_ground_landed_04,fighter_a_ground_attempted_04,fighter_b_ground_landed_04,fighter_b_ground_attempted_04,fighter_a_kd_05,fighter_b_kd_05,fighter_a_sig_str_landed_05,fighter_a_sig_str_attempted_05,fighter_b_sig_str_landed_05,fighter_b_sig_str_attempted_05,fighter_a_sig_str_pct_05,fighter_b_sig_str_pct_05,fighter_a_total_str_landed_05,fighter_a_total_str_attempted_05,fighter_b_total_str_landed_05,fighter_b_total_str_attempted_05,fighter_a_td_landed_05,fighter_a_td_attempted_05,fighter_b_td_landed_05,fighter_b_td_attempted_05,fighter_a_td_pct_05,fighter_b_td_pct_05,fighter_a_sub_att_05,fighter_b_sub_att_05,fighter_a_rev_05,fighter_b_rev_05,fighter_a_ctrl_seconds_05,fighter_b_ctrl_seconds_05,fighter_a_head_landed_05,fighter_a_head_attempted_05,fighter_b_head_landed_05,fighter_b_head_attempted_05,fighter_a_body_landed_05,fighter_a_body_attempted_05,fighter_b_body_landed_05,fighter_b_body_attempted_05,fighter_a_leg_landed_05,fighter_a_leg_attempted_05,fighter_b_leg_landed_05,fighter_b_leg_attempted_05,fighter_a_distance_landed_05,fighter_a_distance_attempted_05,fighter_b_distance_landed_05,fighter_b_distance_attempted_05,fighter_a_clinch_landed_05,fighter_a_clinch_attempted_05,fighter_b_clinch_landed_05,fighter_b_clinch_attempted_05,fighter_a_ground_landed_05,fighter_a_ground_attempted_05,fighter_b_ground_landed_05,fighter_b_ground_attempted_05,fighter_a_Bantamweight_rank,fighter_b_Bantamweight_rank,fighter_a_Featherweight_rank,fighter_b_Featherweight_rank,fighter_a_Flyweight_rank,fighter_b_Flyweight_rank,fighter_a_Heavyweight_rank,fighter_b_Heavyweight_rank,fighter_a_Light_Heavyweight_rank,fighter_b_Light_Heavyweight_rank,fighter_a_Lightweight_rank,fighter_b_Lightweight_rank,fighter_a_Mens_Pound_for_Pound_rank,fighter_b_Mens_Pound_for_Pound_rank,fighter_a_Middleweight_rank,fighter_b_Middleweight_rank,fighter_a_Pound_for_Pound_rank,fighter_b_Pound_for_Pound_rank,fighter_a_Welterweight_rank,fighter_b_Welterweight_rank,fighter_a_Womens_Bantamweight_rank,fighter_b_Womens_Bantamweight_rank,fighter_a_Womens_Featherweight_rank,fighter_b_Womens_Featherweight_rank,fighter_a_Womens_Flyweight_rank,fighter_b_Womens_Flyweight_rank,fighter_a_Womens_Pound_for_Pound_rank,fighter_b_Womens_Pound_for_Pound_rank,fighter_a_Womens_Strawweight_rank,fighter_b_Womens_Strawweight_rank,fighter_a_fight_weight_rank,fighter_b_fight_weight_rank,better_ranked_fighter,fighter_a_other_rankings,fighter_b_other_rankings,fighter_a_best_other_rank,fighter_b_best_other_rank
41,Kyler Phillips,Vinicius Oliveira,12-4-0,68.0,135,72.0,Orthodox,12/06/1995,23-3-0,69.0,135,70.0,Switch,30/11/1995,2025-07-19,"New Orleans, Louisiana, USA",Bantamweight,Decision - Unanimous,3,5:00,3,b,0,1,49,151,96,232,32.0,41.0,54,156,102,238,0,5,1,4,0.0,25.0,0,0,0,0,9,140,0,0,29,67,22,69,43.0,31.0,29,67,22,69,0,1,0,1,0.0,0.0,0,0,0,0,0,3,0.0,1.0,4.0,26.0,41.0,81.0,15.0,50.0,9.0,31.0,47.0,87.0,0.0,3.0,1.0,2.0,0.0,50.0,0.0,0.0,0.0,0.0,9.0,137.0,0.0,0.0,16.0,58.0,33.0,82.0,27.0,40.0,16.0,58.0,33.0,82.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,33,126,52,161,13,22,26,50,3,3,18,21,49,151,79,207,0,0,5,7,0,0,12,18,18,52,12,47,8,12,5,15,3,3,5,7,29,67,22,69,0,0,0,0,0,0,0,0,2.0,22.0,27.0,65.0,2.0,4.0,9.0,11.0,0.0,0.0,5.0,5.0,4.0,26.0,27.0,60.0,0.0,0.0,2.0,3.0,0.0,0.0,12.0,18.0,13.0,52.0,13.0,49.0,3.0,6.0,12.0,24.0,0.0,0.0,8.0,9.0,16.0,58.0,30.0,78.0,0.0,0.0,3.0,4.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12,15,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,12,15,fighter_a,0,0,16,16
42,Marvin Vettori,Brendan Allen,19-9-1,72.0,185,74.0,Southpaw,20/09/1993,25-7-0,74.0,185,75.0,Orthodox,28/12/1995,2025-07-19,"New Orleans, Louisiana, USA",Middleweight,Decision - Unanimous,3,5:00,3,b,0,0,109,253,111,224,43.0,49.0,115,262,119,233,0,0,3,4,0.0,75.0,0,0,1,0,77,87,0,0,29,58,30,55,50.0,54.0,35,67,38,64,0,0,2,3,0.0,66.0,0,0,1,0,77,80,0.0,0.0,36.0,95.0,42.0,83.0,37.0,50.0,36.0,95.0,42.0,83.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,44.0,100.0,39.0,86.0,44.0,45.0,44.0,100.0,39.0,86.0,0.0,0.0,1.0,1.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,7.0,,,,,,,,,,,,,,,,,,,,,,,,,98,239,86,194,5,7,18,23,6,7,7,7,99,240,100,210,4,5,4,4,6,8,7,10,25,53,23,46,1,1,6,8,3,4,1,1,21,47,23,45,2,3,0,0,6,8,7,10,34.0,92.0,32.0,71.0,0.0,1.0,6.0,8.0,2.0,2.0,4.0,4.0,36.0,95.0,41.0,82.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,39.0,94.0,31.0,77.0,4.0,5.0,6.0,7.0,1.0,1.0,2.0,2.0,42.0,98.0,36.0,83.0,2.0,2.0,3.0,3.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16,16,16,16,16,16,16,16,16,16,16,16,16,16,10,11,16,16,16,16,16,16,16,16,16,16,16,16,16,16,10,11,fighter_a,0,0,16,16
43,Nikolay Veretennikov,Francisco Prado,13-6-0,73.0,170,74.0,Orthodox,22/12/1989,12-4-0,70.0,170,69.0,Orthodox,16/06/2002,2025-07-19,"New Orleans, Louisiana, USA",Welterweight,Decision - Split,3,5:00,3,a,0,0,47,77,56,105,61.0,53.0,64,94,84,133,3,10,2,6,30.0,33.0,1,0,0,1,409,153,0,0,7,9,17,28,77.0,60.0,11,13,36,47,1,1,0,2,100.0,0.0,1,0,0,1,119,124,0.0,0.0,24.0,43.0,26.0,55.0,55.0,47.0,32.0,51.0,32.0,61.0,1.0,3.0,0.0,1.0,33.0,0.0,0.0,0.0,0.0,0.0,115.0,0.0,0.0,0.0,16.0,25.0,13.0,22.0,64.0,59.0,21.0,30.0,16.0,25.0,1.0,6.0,2.0,3.0,16.0,66.0,0.0,0.0,0.0,0.0,175.0,29.0,,,,,,,,,,,,,,,,,,,,,,,,,34,58,32,78,5,11,21,24,8,8,3,3,34,62,34,75,5,5,15,17,8,10,7,13,4,6,8,19,2,2,8,8,1,1,1,1,5,7,8,13,2,2,5,6,0,0,4,9,16.0,31.0,15.0,43.0,2.0,6.0,10.0,11.0,6.0,6.0,1.0,1.0,22.0,41.0,18.0,47.0,1.0,1.0,7.0,7.0,1.0,1.0,1.0,1.0,14.0,21.0,9.0,16.0,1.0,3.0,3.0,5.0,1.0,1.0,1.0,1.0,7.0,14.0,8.0,15.0,2.0,2.0,3.0,4.0,7.0,9.0,2.0,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,fighter_b,0,0,16,16
44,Robert Valentin,Ateba Gautier,11-6-0,74.0,185,77.0,Orthodox,31/03/1995,8-1-0,76.0,185,81.0,Switch,10/04/2002,2025-07-19,"New Orleans, Louisiana, USA",Middleweight,KO/TKO,1,1:10,3,b,1,0,19,37,2,5,51.0,40.0,19,37,2,5,0,0,0,0,0.0,0.0,0,0,0,0,1,0,1,0,19,37,2,5,51.0,40.0,19,37,2,5,0,0,0,0,0.0,0.0,0,0,0,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16,34,1,3,3,3,0,1,0,0,1,1,16,33,2,5,1,1,0,0,2,3,0,0,16,34,1,3,3,3,0,1,0,0,1,1,16,33,2,5,1,1,0,0,2,3,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,fighter_b,0,0,16,16
45,Islam Dulatov,Adam Fugitt,12-1-0,75.0,170,75.0,Orthodox,02/08/1998,10-5-0,73.0,170,77.0,Southpaw,12/01/1989,2025-07-19,"New Orleans, Louisiana, USA",Welterweight,KO/TKO,1,4:06,3,a,0,1,14,27,21,41,51.0,51.0,16,29,23,44,0,3,0,0,0.0,0.0,0,0,0,0,59,2,0,1,14,27,21,41,51.0,51.0,16,29,23,44,0,3,0,0,0.0,0.0,0,0,0,0,59,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,16,17,37,2,4,3,3,7,7,1,1,13,23,16,35,1,4,2,3,0,0,3,3,5,16,17,37,2,4,3,3,7,7,1,1,13,23,16,35,1,4,2,3,0,0,3,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,fighter_b,0,0,16,16
46,Marcin Prachnio,Jimmy Crute,17-9-0,75.0,205,73.0,Orthodox,14/07/1988,13-4-2,74.0,205,74.0,Orthodox,04/03/1996,2025-07-19,"New Orleans, Louisiana, USA",Light,Submission,1,4:42,3,b,0,0,5,18,21,36,27.0,58.0,11,27,37,54,3,6,0,0,50.0,0.0,2,0,0,0,138,8,0,0,5,18,21,36,27.0,58.0,11,27,37,54,3,6,0,0,50.0,0.0,2,0,0,0,138,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,18,7,21,0,0,9,10,0,0,5,5,4,17,13,28,0,0,6,6,1,1,2,2,5,18,7,21,0,0,9,10,0,0,5,5,4,17,13,28,0,0,6,6,1,1,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16,16,16,16,16,16,16,16,16,14,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,,,,0,1,16,14
47,Lukasz Brzeski,Ryan Spann,9-7-1,75.0,236,78.0,Orthodox,17/05/1992,23-11-0,77.0,205,79.0,Orthodox,24/08/1991,2025-07-19,"New Orleans, Louisiana, USA",Heavyweight,Submission,1,2:47,3,b,0,0,8,19,5,8,42.0,62.0,8,19,23,28,1,1,0,0,100.0,0.0,2,0,0,0,134,0,0,0,8,19,5,8,42.0,62.0,8,19,23,28,1,1,0,0,100.0,0.0,2,0,0,0,134,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8,19,1,4,0,0,0,0,0,0,4,4,2,10,5,8,0,0,0,0,6,9,0,0,8,19,1,4,0,0,0,0,0,0,4,4,2,10,5,8,0,0,0,0,6,9,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16,16,16,16,16,16,16,16,16,15,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,fighter_b,0,1,16,15
48,Jackson McVey,Brunno Ferreira,6-1-0,76.0,185,77.0,Southpaw,25/03/1999,14-2-0,70.0,185,72.0,Orthodox,04/11/1992,2025-07-19,"New Orleans, Louisiana, USA",Middleweight,Submission,1,3:35,3,b,0,0,7,9,4,15,77.0,26.0,9,11,4,15,1,1,0,1,100.0,0.0,1,0,0,0,67,8,0,0,7,9,4,15,77.0,26.0,9,11,4,15,1,1,0,1,100.0,0.0,1,0,0,0,67,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,5,3,13,1,2,1,2,2,2,0,0,6,8,4,15,0,0,0,0,1,1,0,0,4,5,3,13,1,2,1,2,2,2,0,0,6,8,4,15,0,0,0,0,1,1,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,fighter_b,0,0,16,16
49,Nicolle Caliari,Carli Judice,8-4-0,63.0,125,62.0,Orthodox,04/11/1996,5-2-0,67.0,125,68.0,Southpaw,02/03/1999,2025-07-19,"New Orleans, Louisiana, USA",Women's Flyweight,KO/TKO,3,1:30,3,b,1,0,109,225,32,101,48.0,31.0,117,235,35,104,0,0,1,8,0.0,12.0,0,0,0,0,78,60,0,0,38,78,11,40,48.0,27.0,44,86,13,42,0,0,0,5,0.0,0.0,0,0,0,0,43,48,0.0,0.0,47.0,108.0,16.0,51.0,43.0,31.0,49.0,110.0,17.0,52.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,25.0,6.0,1.0,0.0,24.0,39.0,5.0,10.0,61.0,50.0,24.0,39.0,5.0,10.0,0.0,0.0,1.0,1.0,0.0,100.0,0.0,0.0,0.0,0.0,10.0,6.0,,,,,,,,,,,,,,,,,,,,,,,,,85,193,26,85,24,32,3,12,0,0,3,4,96,210,30,98,10,12,2,3,3,3,0,0,26,62,8,32,12,16,2,7,0,0,1,1,32,70,9,37,5,7,2,3,1,1,0,0,41.0,101.0,13.0,44.0,6.0,7.0,1.0,4.0,0.0,0.0,2.0,3.0,46.0,107.0,16.0,51.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,18.0,30.0,5.0,9.0,6.0,9.0,0.0,1.0,0.0,0.0,0.0,0.0,18.0,33.0,5.0,10.0,4.0,4.0,0.0,0.0,2.0,2.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,fighter_b,0,0,16,16
50,Tallison Teixeira,Derrick Lewis,8-1-0,79.0,258,83.0,Orthodox,07/12/1999,29-12-0,75.0,260,79.0,Orthodox,07/02/1985,2025-07-12,"Nashville, Tennessee, USA",Heavyweight,KO/TKO,1,0:35,5,b,1,0,9,17,3,5,52.0,60.0,10,21,3,5,0,0,0,0,0.0,0.0,0,0,0,0,12,0,1,0,9,17,3,5,52.0,60.0,10,21,3,5,0,0,0,0,0.0,0.0,0,0,0,0,12,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8,16,3,5,1,1,0,0,0,0,0,0,2,6,3,5,1,2,0,0,6,9,0,0,8,16,3,5,1,1,0,0,0,0,0,0,2,6,3,5,1,2,0,0,6,9,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16,16,16,16,16,16,13,9,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,13,9,fighter_b,0,0,16,16
51,Stephen Thompson,Gabriel Bonfim,17-9-1,72.0,170,75.0,Orthodox,11/02/1983,18-1-0,73.0,170,72.0,Orthodox,20/08/1997,2025-07-12,"Nashville, Tennessee, USA",Welterweight,Decision - Split,3,5:00,3,b,0,0,42,92,40,72,45.0,55.0,78,135,55,93,0,2,5,14,0.0,35.0,0,0,1,0,28,329,0,0,6,24,14,24,25.0,58.0,9,28,17,28,0,0,2,3,0.0,66.0,0,0,1,0,11,86,0.0,0.0,29.0,47.0,16.0,30.0,61.0,53.0,37.0,55.0,16.0,30.0,0.0,0.0,1.0,5.0,0.0,20.0,0.0,0.0,0.0,0.0,2.0,78.0,0.0,0.0,7.0,21.0,10.0,18.0,33.0,55.0,32.0,52.0,22.0,35.0,0.0,2.0,2.0,6.0,0.0,33.0,0.0,0.0,0.0,0.0,15.0,165.0,,,,,,,,,,,,,,,,,,,,,,,,,21,61,12,36,14,20,5,6,7,11,23,30,37,83,34,65,3,5,6,7,2,4,0,0,1,13,3,7,3,7,0,1,2,4,11,16,6,21,14,24,0,1,0,0,0,2,0,0,18.0,35.0,7.0,20.0,7.0,8.0,0.0,0.0,4.0,4.0,9.0,10.0,25.0,42.0,16.0,29.0,2.0,3.0,0.0,1.0,2.0,2.0,0.0,0.0,2.0,13.0,2.0,9.0,4.0,5.0,5.0,5.0,1.0,3.0,3.0,4.0,6.0,20.0,4.0,12.0,1.0,1.0,6.0,6.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,12,16,16,16,16,16,16,16,16,16,16,16,12,16,fighter_a,0,0,16,16
52,Steve Garcia,Calvin Kattar,18-5-0,72.0,145,75.0,Southpaw,22/05/1992,23-10-0,71.0,145,72.0,Orthodox,26/03/1988,2025-07-12,"Nashville, Tennessee, USA",Featherweight,Decision - Unanimous,3,5:00,3,a,0,1,26,123,85,250,21.0,34.0,26,123,85,250,0,0,0,0,0.0,0.0,0,0,0,0,21,3,0,0,8,26,22,71,30.0,30.0,8,26,22,71,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0.0,0.0,5.0,47.0,32.0,87.0,10.0,36.0,5.0,47.0,32.0,87.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,13.0,50.0,31.0,92.0,26.0,33.0,13.0,50.0,31.0,92.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21.0,3.0,,,,,,,,,,,,,,,,,,,,,,,,,21,116,52,208,3,5,23,29,2,2,10,13,26,123,85,249,0,0,0,0,0,0,0,1,4,22,11,53,2,2,5,10,2,2,6,8,8,26,22,71,0,0,0,0,0,0,0,0,5.0,47.0,19.0,72.0,0.0,0.0,10.0,11.0,0.0,0.0,3.0,4.0,5.0,47.0,32.0,87.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,47.0,22.0,83.0,1.0,3.0,8.0,8.0,0.0,0.0,1.0,1.0,13.0,50.0,31.0,91.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16,16,16,14,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,14,fighter_b,0,0,16,16
